ILDIALCT,ilab_v1,FITS/CSV file dialect
289.200,2.382676e-02,2.142066e-02
289.400,2.742025e-02,2.612726e-02
289.600,3.250045e-02,3.306040e-02
289.800,4.029425e-02,4.259165e-02
290.000,5.037229e-02,5.471420e-02
290.200,6.487573e-02,6.886730e-02
290.400,8.464568e-02,8.387547e-02
290.600,1.088643e-01,9.806319e-02
290.800,1.302543e-01,1.095501e-01
291.000,1.421575e-01,1.166604e-01
291.200,1.377098e-01,1.183286e-01
291.400,1.186756e-01,1.143683e-01
291.600,9.594304e-02,1.055156e-01
291.800,7.637297e-02,9.323058e-02
292.000,6.128812e-02,7.933036e-02
292.200,5.081093e-02,6.557209e-02
292.400,4.240983e-02,5.331573e-02
292.600,3.689591e-02,4.334916e-02
292.800,3.238870e-02,3.589125e-02
293.000,2.953568e-02,3.072810e-02
293.200,2.791179e-02,2.740708e-02
293.400,2.650213e-02,2.541021e-02
293.600,2.576020e-02,2.427024e-02
293.800,2.582358e-02,2.363148e-02
294.000,2.629996e-02,2.331313e-02
294.200,2.787652e-02,2.339094e-02
294.400,2.972044e-02,2.428859e-02
294.600,3.236265e-02,2.686394e-02
294.800,3.631909e-02,3.240845e-02
295.000,4.302018e-02,4.245904e-02
295.200,5.227681e-02,5.837367e-02
295.400,6.633921e-02,8.073063e-02
295.600,8.906592e-02,1.087383e-01
295.800,1.240519e-01,1.399155e-01
296.000,1.797518e-01,1.702678e-01
296.200,2.475147e-01,1.950263e-01
296.400,2.987378e-01,2.097899e-01
296.600,2.779293e-01,2.117156e-01
296.800,2.030583e-01,2.003376e-01
297.000,1.384690e-01,1.777124e-01
297.200,9.449733e-02,1.478309e-01
297.400,6.658747e-02,1.155166e-01
297.600,5.067062e-02,8.520717e-02
297.800,4.026357e-02,6.002061e-02
298.000,3.253450e-02,4.135639e-02
298.200,2.750545e-02,2.904931e-02
298.400,2.393576e-02,2.189846e-02
298.600,2.154183e-02,1.830173e-02
298.800,2.031704e-02,1.676173e-02
299.000,1.926562e-02,1.617033e-02
299.200,1.838284e-02,1.589946e-02
299.400,1.889007e-02,1.577414e-02
299.600,1.938081e-02,1.601447e-02
299.800,2.069941e-02,1.719170e-02
300.000,2.267384e-02,2.014685e-02
300.200,2.590001e-02,2.583115e-02
300.400,3.028428e-02,3.503412e-02
300.600,3.788599e-02,4.800779e-02
300.800,5.077496e-02,6.411737e-02
301.000,7.133832e-02,8.168990e-02
301.200,1.041892e-01,9.819055e-02
301.400,1.518084e-01,1.107455e-01
301.600,1.771887e-01,1.168800e-01
301.800,1.479935e-01,1.152273e-01
302.000,9.603950e-02,1.059465e-01
302.200,5.898175e-02,9.068866e-02
302.400,3.795116e-02,7.212058e-02
302.600,2.635502e-02,5.318409e-02
302.800,1.921529e-02,3.636054e-02
303.000,1.452579e-02,2.317759e-02
303.200,1.158395e-02,1.406988e-02
303.400,9.801203e-03,8.557248e-03
303.600,8.259805e-03,5.666185e-03
303.800,7.390167e-03,4.356261e-03
304.000,6.884596e-03,3.839015e-03
304.200,6.603938e-03,3.756261e-03
304.400,6.550665e-03,4.199620e-03
304.600,6.803605e-03,5.592169e-03
304.800,7.433640e-03,8.469606e-03
305.000,8.641644e-03,1.319408e-02
305.200,1.103504e-02,1.967955e-02
305.400,1.560303e-02,2.724745e-02
305.600,2.680689e-02,3.468564e-02
305.800,5.765582e-02,4.051708e-02
306.000,9.890531e-02,4.341421e-02
306.200,6.403144e-02,4.261660e-02
306.400,2.154805e-02,3.818839e-02
306.600,8.316785e-03,3.100839e-02
306.800,3.945149e-03,2.249399e-02
307.000,2.201993e-03,1.416959e-02
307.200,1.328248e-03,7.247628e-03
307.400,8.411960e-04,2.369257e-03
307.600,5.252072e-04,-4.297957e-04
307.800,3.969058e-04,-1.560712e-03
308.000,2.772170e-04,-1.630930e-03
308.200,2.060109e-04,-1.213202e-03
308.400,1.540716e-04,-7.080911e-04
308.600,1.183075e-04,-3.154430e-04
308.800,8.445878e-05,-8.358410e-05
309.000,6.702830e-05,1.616597e-05
309.200,5.053511e-05,3.758271e-05
309.400,5.926764e-05,3.652470e-05
309.600,4.860642e-05,3.358360e-05
309.800,3.787365e-05,2.981805e-05
310.000,1.879148e-05,2.570028e-05
310.200,2.140983e-05,2.162278e-05
310.400,1.925832e-05,1.793213e-05
310.600,1.199458e-05,1.489571e-05
310.800,8.572530e-06,1.266909e-05
311.000,6.323590e-06,1.124195e-05
311.200,1.065338e-05,1.047536e-05
311.400,2.159352e-05,1.011158e-05
311.600,9.658270e-06,9.870810e-06
311.800,7.751620e-06,9.531440e-06
312.000,1.000000e-10,8.986440e-06
312.200,8.160540e-06,8.250170e-06
312.400,1.240229e-05,7.426570e-06
312.600,1.967790e-06,6.648330e-06
312.800,2.656020e-06,6.027360e-06
313.000,9.411700e-07,5.603340e-06
