ILDIALCT,ilab_v1,FITS/CSV file dialect
476.000,9.947300e-07,1.217000e-06
477.000,1.981550e-06,1.215120e-06
478.000,5.701800e-07,1.198010e-06
479.000,4.717900e-07,1.178760e-06
480.000,1.205050e-06,1.170610e-06
481.000,2.043650e-06,1.179980e-06
482.000,8.414800e-07,1.207340e-06
483.000,1.000000e-10,1.247490e-06
484.000,1.321290e-06,1.295460e-06
485.000,1.000000e-10,1.352130e-06
486.000,1.000000e-10,1.427970e-06
487.000,2.202560e-06,1.536610e-06
488.000,2.160700e-07,1.686830e-06
489.000,5.725800e-07,1.872600e-06
490.000,3.146320e-06,2.068760e-06
491.000,2.462360e-06,2.232040e-06
492.000,1.000000e-10,2.312710e-06
493.000,1.000000e-10,2.273390e-06
494.000,3.371740e-06,2.106040e-06
495.000,1.000000e-10,1.836840e-06
496.000,1.195200e-07,1.523360e-06
497.000,4.648900e-07,1.237770e-06
498.000,2.812500e-07,1.045020e-06
499.000,2.160600e-07,9.819800e-07
500.000,1.000000e-10,1.050680e-06
501.000,2.033590e-06,1.220990e-06
502.000,2.877500e-06,1.443360e-06
503.000,9.316800e-07,1.665770e-06
504.000,1.000000e-10,1.847590e-06
505.000,2.760950e-06,1.964600e-06
506.000,1.564170e-06,2.011180e-06
507.000,1.164280e-06,1.997190e-06
508.000,3.129680e-06,1.939360e-06
509.000,1.000000e-10,1.859030e-06
510.000,1.000000e-10,1.775170e-06
511.000,5.941500e-07,1.699210e-06
512.000,1.482910e-06,1.633720e-06
513.000,1.075250e-06,1.573030e-06
514.000,1.000000e-10,1.509310e-06
515.000,2.922430e-06,1.439610e-06
516.000,2.012760e-06,1.372040e-06
517.000,3.232800e-07,1.326230e-06
518.000,1.000000e-10,1.326750e-06
519.000,3.318800e-07,1.391240e-06
520.000,1.257330e-06,1.517050e-06
521.000,3.510670e-06,1.679720e-06
522.000,1.319080e-06,1.836630e-06
523.000,2.137450e-06,1.941910e-06
524.000,3.707630e-06,1.962840e-06
525.000,1.696370e-06,1.895990e-06
526.000,1.412480e-06,1.765580e-06
527.000,1.000000e-10,1.614090e-06
528.000,6.503700e-07,1.485400e-06
529.000,5.584200e-07,1.408230e-06
530.000,1.475130e-06,1.386420e-06
531.000,1.000000e-10,1.401510e-06
532.000,2.372250e-06,1.423040e-06
533.000,2.467310e-06,1.421400e-06
534.000,2.508500e-07,1.378310e-06
535.000,8.663500e-07,1.292370e-06
536.000,3.443500e-07,1.175190e-06
537.000,2.498420e-06,1.045980e-06
538.000,3.275500e-07,9.281000e-07
539.000,1.013300e-06,8.392500e-07
540.000,8.868000e-07,7.931000e-07
541.000,9.011000e-08,7.985100e-07
542.000,6.779500e-07,8.575000e-07
543.000,1.000000e-10,9.666200e-07
544.000,1.000000e-10,1.115710e-06
545.000,1.730250e-06,1.289420e-06
546.000,1.000000e-10,1.469090e-06
547.000,1.554030e-06,1.635890e-06
548.000,1.090650e-06,1.773220e-06
549.000,2.747670e-06,1.868510e-06
550.000,3.011850e-06,1.916250e-06
551.000,9.096000e-08,1.916740e-06
552.000,2.685950e-06,1.877410e-06
553.000,1.000000e-10,1.812620e-06
554.000,1.000000e-10,1.739520e-06
555.000,1.198720e-06,1.673480e-06
556.000,8.030200e-07,1.625920e-06
557.000,1.905680e-06,1.599420e-06
558.000,1.000000e-10,1.587360e-06
