ILDIALCT,ilab_v1,FITS/CSV file dialect
569.000,1.000000e-10,1.200020e-06
570.000,1.000000e-10,1.167980e-06
571.000,5.818000e-07,1.103820e-06
572.000,1.881270e-06,1.018750e-06
573.000,3.048100e-07,9.278300e-07
574.000,1.000000e-10,8.454000e-07
575.000,6.648000e-07,7.809800e-07
576.000,1.075200e-06,7.372200e-07
577.000,1.000000e-10,7.104000e-07
578.000,3.952900e-07,6.931700e-07
579.000,1.000000e-10,6.792100e-07
580.000,1.086810e-06,6.648700e-07
581.000,1.000000e-10,6.509100e-07
582.000,3.092500e-07,6.413300e-07
583.000,5.131000e-07,6.407000e-07
584.000,1.000000e-10,6.512200e-07
585.000,7.000300e-07,6.706500e-07
586.000,1.000000e-10,6.930200e-07
587.000,1.000000e-10,7.119700e-07
588.000,1.000000e-10,7.254300e-07
589.000,1.000000e-10,7.402500e-07
590.000,1.022850e-06,7.694300e-07
591.000,1.000000e-10,8.303900e-07
592.000,1.823200e-07,9.365600e-07
593.000,1.000000e-10,1.090010e-06
594.000,1.000000e-10,1.277350e-06
595.000,1.000000e-10,1.471560e-06
596.000,2.454000e-06,1.640380e-06
597.000,1.000000e-10,1.753530e-06
598.000,1.000000e-10,1.792410e-06
599.000,1.000000e-10,1.753790e-06
600.000,1.000000e-10,1.646350e-06
601.000,1.000000e-10,1.487980e-06
602.000,7.663100e-07,1.300190e-06
603.000,2.223550e-06,1.105600e-06
604.000,9.031300e-07,9.266600e-07
605.000,1.000000e-10,7.859300e-07
606.000,1.000000e-10,7.030900e-07
607.000,7.007000e-08,6.909000e-07
608.000,1.620900e-07,7.508800e-07
609.000,6.445000e-08,8.713900e-07
610.000,3.282950e-06,1.030250e-06
611.000,1.000000e-10,1.199970e-06
612.000,4.253400e-07,1.354100e-06
613.000,2.119540e-06,1.472000e-06
614.000,5.809100e-07,1.540360e-06
615.000,1.000000e-10,1.552910e-06
616.000,1.000000e-10,1.509470e-06
617.000,2.685090e-06,1.415870e-06
618.000,1.085060e-06,1.284520e-06
619.000,1.000000e-10,1.134360e-06
620.000,3.319000e-07,9.893900e-07
621.000,3.518700e-07,8.723500e-07
622.000,8.155100e-07,7.991100e-07
623.000,1.000000e-10,7.736300e-07
624.000,1.000000e-10,7.862100e-07
625.000,9.645400e-07,8.172500e-07
626.000,1.000000e-10,8.431400e-07
627.000,1.000000e-10,8.454900e-07
628.000,9.136500e-07,8.146400e-07
629.000,1.000000e-10,7.538000e-07
630.000,1.000000e-10,6.796600e-07
631.000,1.000000e-10,6.165600e-07
632.000,5.110900e-07,5.913600e-07
633.000,1.000000e-10,6.257900e-07
634.000,1.177400e-07,7.297400e-07
635.000,7.158800e-07,8.958100e-07
636.000,1.389260e-06,1.101150e-06
637.000,2.247190e-06,1.311180e-06
638.000,1.657500e-06,1.487310e-06
639.000,1.550780e-06,1.598220e-06
640.000,1.000000e-10,1.625480e-06
641.000,1.939170e-06,1.568620e-06
642.000,1.000000e-10,1.441930e-06
643.000,1.304820e-06,1.265790e-06
644.000,5.905200e-07,1.056320e-06
645.000,4.131800e-07,8.487800e-07
646.000,6.947600e-07,1.214360e-06
647.000,1.000000e-10,5.990290e-06
648.000,2.393340e-06,1.485627e-05
649.000,1.234560e-06,-2.083126e-05
650.000,1.248980e-06,-2.774331e-04
651.000,2.441010e-06,-1.123473e-03
652.000,2.649470e-06,-3.084724e-03
653.000,7.629670e-06,-6.629917e-03
654.000,1.204153e-05,-1.173236e-02
655.000,2.256541e-05,-1.726377e-02
656.000,4.699611e-05,-2.044572e-02
657.000,1.107177e-04,-1.671829e-02
658.000,3.126286e-04,-3.873597e-04
659.000,1.224336e-03,3.380492e-02
660.000,7.981703e-03,8.848076e-02
661.000,5.255588e-02,1.615516e-01
662.000,1.867065e-01,2.452274e-01
663.000,4.068064e-01,3.268463e-01
664.000,6.152523e-01,3.916203e-01
665.000,6.873837e-01,4.265738e-01
666.000,5.848802e-01,4.243432e-01
667.000,3.755840e-01,3.854300e-01
668.000,1.697288e-01,3.180387e-01
669.000,4.742024e-02,2.355647e-01
670.000,7.633062e-03,1.527021e-01
671.000,1.299494e-03,8.160095e-02
672.000,3.414552e-04,2.934897e-02
673.000,1.255583e-04,-2.607048e-03
674.000,5.664168e-05,-1.729395e-02
675.000,2.913523e-05,-2.008559e-02
676.000,1.823100e-05,-1.656467e-02
677.000,7.889740e-06,-1.107108e-02
678.000,6.102070e-06,-6.166811e-03
679.000,2.731500e-06,-2.831256e-03
680.000,2.518010e-06,-1.019990e-03
681.000,1.701260e-06,-2.510974e-04
682.000,6.953400e-07,-2.015986e-05
683.000,1.061870e-06,1.207900e-05
684.000,1.035600e-07,4.629520e-06
685.000,7.102400e-07,7.395800e-07
686.000,1.052110e-06,5.736300e-07
687.000,1.000000e-10,9.041200e-07
688.000,1.605160e-06,1.231590e-06
689.000,1.000000e-10,1.509820e-06
