ILDIALCT,ilab_v1,FITS/CSV file dialect
866.000,1.877428e-05,2.825618e-05
867.000,5.804411e-05,2.700483e-05
868.000,2.586217e-05,2.620615e-05
869.000,1.214693e-05,2.588867e-05
870.000,1.864818e-05,2.613984e-05
871.000,4.131670e-05,2.704880e-05
872.000,1.394954e-05,2.862944e-05
873.000,3.206146e-05,3.070420e-05
874.000,2.741202e-05,3.287562e-05
875.000,4.992105e-05,3.462018e-05
876.000,4.302897e-05,3.540664e-05
877.000,2.849447e-05,3.485971e-05
878.000,4.661736e-05,3.295121e-05
879.000,3.339681e-05,3.000696e-05
880.000,1.552133e-05,2.660487e-05
881.000,1.349436e-05,2.346225e-05
882.000,1.052756e-05,2.118135e-05
883.000,1.158161e-05,2.012450e-05
884.000,3.203082e-05,2.036585e-05
885.000,3.026079e-05,2.169382e-05
886.000,2.246943e-05,2.374317e-05
