# 10 Jun 2021; convolved with Kurucz, unnormalized
# Wavelength(nm)  Flambda(ergs/cm^s/s/nm)
781.47 1344.221
782.23 1339.238
782.98 1334.264
783.74 1329.252
784.49 1324.134
785.24 1319.026
786.00 1313.927
786.75 1308.838
787.51 1303.672
788.26 1297.465
789.01 1291.273
789.77 1285.095
790.52 1278.931
791.28 1272.782
792.03 1267.471
792.78 1262.328
793.54 1257.195
794.29 1252.072
795.05 1246.96
795.80 1242.768
796.55 1239.249
797.31 1235.733
798.06 1232.221
798.82 1228.714
799.57 1224.865
800.32 1219.88
801.08 1214.529
801.83 1209.19
802.59 1203.862
803.34 1198.546
804.09 1193.042
804.85 1187.544
805.60 1182.059
806.36 1176.587
807.11 1171.127
807.86 1166.119
808.62 1161.38
809.37 1156.65
810.13 1151.929
810.88 1147.217
811.63 1142.328
812.39 1136.916
813.14 1131.517
813.90 1126.131
814.65 1120.757
815.40 1115.396
816.16 1108.917
816.91 1102.277
817.67 1095.657
818.42 1089.057
819.17 1082.476
819.93 1076.843
820.68 1072.408
821.44 1067.98
822.19 1063.56
822.94 1059.148
823.70 1054.745
824.45 1050.887
825.21 1047.04
825.96 1043.199
826.71 1039.362
827.47 1035.531
828.22 1030.901
828.98 1025.511
829.73 1020.134
830.48 1014.771
831.24 1009.422
831.99 1004.089
832.75 999.3891
833.50 994.6994
834.25 990.0201
835.01 985.3511
835.76 980.6926
836.52 976.1566
837.27 971.7561
838.02 967.3646
838.78 962.982
839.53 958.6084
840.29 954.2438
841.04 949.0376
841.79 943.7614
842.55 938.4998
843.30 933.2528
844.06 928.0204
844.81 922.0583
845.56 914.5456
846.32 907.0616
847.07 899.6064
847.83 892.18
848.58 884.7824
849.33 877.2785
850.09 869.8661
850.84 863.3751
851.60 856.9028
852.35 850.4493
853.10 844.3466
853.86 843.4816
854.61 842.6134
855.37 841.7421
856.12 840.8675
856.87 839.9898
857.63 838.9791
858.38 837.7595
859.14 836.5382
859.89 835.3149
860.64 834.0899
861.40 832.863
862.15 828.8643
862.91 823.5998
863.66 818.3499
864.41 813.1145
865.17 807.8937
865.92 802.6874
866.68 800.9597
867.43 799.4006
868.18 797.8412
868.94 796.2814
869.69 794.7214
870.45 793.3151
871.20 792.5433
871.95 791.7678
872.71 790.9887
873.46 790.206
874.22 789.4198
874.97 787.8052
875.72 784.9922
876.48 782.1841
877.23 779.3809
877.99 776.5826
878.74 773.7891
879.49 770.8689
880.25 767.8622
881.00 764.8615
881.76 761.8665
882.51 758.8774
883.26 755.8941
884.02 753.4511
884.77 751.1965
885.53 748.9445
886.28 746.6953
887.03 744.4489
887.79 742.2051
888.54 739.9349
889.30 737.663
890.05 735.3941
890.80 733.128
891.56 730.8648
892.31 728.6045
893.07 725.4793
893.82 722.3273
894.57 719.1823
895.33 716.0441
896.08 712.9128
896.84 709.7816
897.59 706.4227
898.34 703.0719
899.10 699.7289
899.85 696.3939
900.61 694.3996
901.36 692.7787
902.11 691.8559
902.87 690.9328
903.62 690.0094
904.38 689.0858
905.13 688.1618
905.88 687.2405
906.64 686.3563
907.39 685.4719
908.15 684.5872
908.90 683.7023
909.65 682.817
910.41 681.9396
911.16 681.2327
911.92 680.5255
912.67 679.8182
913.42 679.1106
914.18 678.4028
914.93 677.6948
915.69 675.8567
916.44 674.0076
917.19 672.1579
917.95 670.3076
918.70 668.4569
919.46 666.6056
920.21 664.9189
920.96 663.249
921.72 661.5786
922.47 659.9076
923.23 658.2362
923.98 656.5643
924.73 656.2309
925.49 656.2524
926.24 656.2738
927.00 656.2953
927.75 656.3167
928.50 656.3381
929.26 656.1168
930.01 655.7617
930.77 655.4064
931.52 655.0511
932.27 654.6956
933.03 654.3399
933.78 653.4424
934.54 651.9291
935.29 650.4154
936.04 648.9013
936.80 647.3866
937.55 645.8716
938.31 644.3935
939.06 643.0213
939.81 641.6487
940.57 640.2756
941.32 638.9022
942.08 637.5284
942.83 636.1745
943.58 635.7543
944.34 635.3341
945.09 634.9137
945.85 634.4931
946.60 634.0724
947.35 633.6516
948.11 632.752
948.86 631.6931
949.62 630.634
950.37 630.3781
951.12 630.9515
951.88 631.5186
952.63 632.0517
953.39 632.5444
954.14 633.0305
954.89 633.5099
955.65 633.9828
956.40 634.4491
957.16 634.9686
957.91 635.9426
958.66 636.9127
959.42 637.879
960.17 638.8414
960.93 639.8
961.68 640.7548
962.43 641.6043
963.19 642.4156
963.94 643.2224
964.70 644.0246
965.45 644.8223
966.20 645.6155
966.96 646.4305
967.71 647.2895
968.47 648.1443
969.22 648.995
969.97 649.8415
970.73 650.6839
971.48 651.522
972.24 652.2285
972.99 652.9197
973.74 653.606
974.50 654.2874
975.25 654.964
976.01 655.6358
976.76 656.3547
977.51 657.1295
978.27 657.9001
979.02 658.6663
979.78 659.4282
980.53 660.1859
981.28 660.9392
982.04 661.587
982.79 662.2267
983.55 662.8616
984.30 663.4918
985.05 664.1171
985.81 664.7376
986.56 665.3879
987.32 666.0772
988.07 666.7621
988.82 667.4426
989.58 668.1186
990.33 668.7902
991.09 669.4573
991.84 670.1899
992.59 670.9274
993.35 671.6609
994.10 672.3904
994.86 673.1158
995.61 673.8371
996.36 674.3473
997.12 674.3518
997.87 674.3489
998.63 674.3386
999.38 674.321
1000.13 674.4269
1000.89 675.1289
1001.64 675.8754
1002.40 676.6395
1003.15 677.3932
1003.90 678.1367
1004.66 678.8698
1005.41 679.5927
1006.17 680.3131
1006.92 681.9894
1007.67 683.6618
1008.43 685.3304
1009.18 686.9951
1009.94 688.656
1010.69 690.3131
1011.44 691.7897
1012.20 692.8908
1012.95 693.9846
1013.71 695.071
1014.46 696.15
1015.21 697.2216
1015.97 698.2858
1016.72 699.4664
1017.48 700.7232
1018.23 701.974
1018.98 703.2188
1019.74 704.4574
1020.49 705.69
1021.25 706.9165
1022.00 708.3438
1022.75 709.8071
1023.51 711.266
1024.26 712.7202
1025.02 714.17
1025.77 715.6152
1026.52 717.0301
1027.28 717.8928
1028.03 718.7474
1028.79 719.5941
1029.54 720.4328
1030.29 721.2634
1031.05 722.086
1031.80 722.9017
1032.56 723.7136
1033.31 724.5174
1034.06 725.3132
1034.82 726.1011
1035.57 726.8809
1036.33 727.6528
1037.08 728.5108
1037.83 729.5305
1038.59 730.5438
1039.34 731.5506
1040.10 732.551
1040.85 733.5449
1041.60 734.5324
1042.36 735.5561
1043.11 736.6238
1043.87 737.6855
1044.62 738.7412
1045.37 739.7911
1046.13 740.835
1046.88 741.873
1047.64 742.9302
1048.39 744.0044
1049.14 745.073
